recency,T,frequency,monetary
365,368,310,24.569451612903226
0,2,1,3861.0
347,358,32,33.737812500000004
31,124,10,19.363999999999997
249,308,13,97.5923076923077
160,247,69,17.92086956521739
285,311,142,12.871830985915492
0,357,9,35.175555555555555
42,127,37,17.655135135135136
265,275,9,46.699999999999996
352,353,42,20.717142857142857
0,225,20,16.559
304,365,52,17.20019230769231
0,241,5,20.36
11,329,24,13.68125
241,242,110,15.104000000000001
49,96,35,20.998285714285714
0,87,2,48.3
308,318,166,34.680060240963854
0,176,9,33.97222222222222
229,280,117,15.204786324786324
0,366,5,80.65
0,318,5,117.0
23,249,20,37.7875
4,362,14,23.005714285714284
0,234,23,17.8
0,310,8,19.30125
280,317,58,21.024137931034485
228,294,125,27.09368
1,240,23,18.678260869565218
27,140,31,19.743870967741934
0,276,14,14.071428571428571
155,373,143,15.716853146853149
0,298,15,21.403333333333332
225,227,99,14.265858585858584
154,184,50,21.4398
68,78,49,15.930408163265307
267,311,78,21.879102564102563
216,283,110,15.967636363636364
0,74,22,14.394545454545455
182,248,34,18.57558823529412
127,261,89,28.267865168539327
120,358,33,15.58030303030303
0,122,6,59.333333333333336
224,256,350,19.109885714285713
232,241,111,94.45936936936937
146,183,44,16.83590909090909
153,169,53,17.32452830188679
0,127,18,16.686666666666667
0,66,47,18.95425531914894
0,148,6,16.408333333333335
0,283,7,45.30714285714286
48,217,34,18.328235294117647
272,372,77,23.516493506493507
0,135,19,13.41157894736842
0,323,10,17.895000000000003
0,106,12,13.042499999999999
0,64,23,17.11913043478261
84,235,82,18.36731707317073
0,338,6,19.883333333333333
160,182,11,156.12363636363636
0,23,2,204.4
294,310,41,58.03634146341463
358,365,264,9.444469696969698
28,86,63,11.45936507936508
14,18,47,15.246170212765959
0,37,41,15.003414634146342
0,66,49,2.6251020408163264
0,46,12,21.325
0,354,19,15.29
0,172,16,7.07
274,333,139,16.778057553956835
0,49,3,80.18333333333334
48,70,20,24.3345
322,365,88,26.210454545454546
220,249,58,16.20310344827586
354,359,204,38.93735294117647
348,373,103,45.32330097087379
0,201,24,7.432916666666666
275,326,194,18.932268041237116
53,63,39,16.46
364,366,192,24.999479166666664
304,372,7,643.8585714285715
0,64,28,17.73
317,368,242,20.867561983471074
0,290,31,18.516774193548386
307,368,23,30.19130434782609
83,148,58,20.247413793103448
0,95,12,17.108333333333334
0,274,19,16.340526315789475
373,373,2366,25.626690617075234
279,354,47,19.677659574468084
0,110,1,52.0
0,199,24,13.665416666666667
51,116,37,15.41891891891892
0,326,1,165.0
0,3,33,9.473333333333333
0,283,16,12.78125
0,44,36,7.420277777777778
220,291,95,28.92957894736842
0,85,42,16.18285714285714
0,103,48,3.3695833333333334
0,333,29,10.748620689655171
0,52,10,20.875
132,171,57,18.41578947368421
28,60,13,54.99692307692308
3,369,35,47.45885714285714
0,208,16,64.285
16,173,98,3.579795918367347
0,53,35,4.863428571428571
251,318,86,6.675232558139536
0,80,17,118.85411764705883
0,129,24,16.920416666666664
0,87,21,17.357142857142858
73,74,26,21.69
0,45,20,19.677
0,332,17,14.848235294117648
0,366,5,40.32000000000001
0,72,9,17.56
29,187,71,6.533943661971831
0,373,5,23.130000000000003
357,369,219,8.83406392694064
113,367,61,12.624918032786885
23,53,14,19.789285714285715
336,368,499,5.446953907815631
360,365,551,15.149183303085302
0,39,13,32.917692307692306
0,361,7,59.84571428571429
0,372,16,20.375
158,254,29,31.489310344827587
289,315,114,20.301052631578948
282,358,44,13.69340909090909
218,275,95,19.764105263157894
0,21,4,111.73500000000001
291,332,94,25.383510638297874
0,137,27,74.34814814814814
363,371,132,18.302348484848483
0,128,3,56.0
182,222,116,10.530689655172413
189,358,194,19.089123711340207
356,365,36,46.951666666666675
54,268,8,74.60625
280,295,302,19.7208940397351
189,359,41,15.668536585365853
0,40,12,26.406666666666666
0,186,31,12.714193548387096
0,270,10,14.053999999999998
0,172,1,500.0
355,360,84,18.280119047619046
264,281,12,19.32166666666667
348,358,85,25.68870588235294
0,325,7,15.35
0,112,14,20.584285714285716
0,289,6,15.666666666666666
62,78,73,18.43191780821918
77,79,50,16.3154
186,278,12,59.68333333333334
47,196,42,14.923095238095238
0,189,8,43.6375
269,301,53,9.636037735849058
271,305,148,7.072567567567567
0,264,34,7.858235294117647
177,261,122,28.285573770491805
156,182,98,13.764591836734695
0,171,10,19.053
232,242,39,19.86923076923077
0,313,47,11.906595744680851
218,282,192,20.75166666666667
0,85,28,18.17142857142857
0,24,8,16.9825
251,310,53,17.93132075471698
0,323,6,16.283333333333335
0,38,2,21.75
0,254,17,22.54941176470588
350,369,275,5.105709090909091
13,47,292,4.899109589041096
0,15,6,15.63
48,75,82,4.845731707317073
0,23,10,17.119
53,267,41,13.00731707317073
191,200,55,18.936
0,22,29,5.147931034482759
221,234,291,3.6692439862542954
0,262,45,4.4479999999999995
0,131,25,6.263199999999999
154,208,62,6.188387096774194
0,248,2,297.0
318,320,372,8.638682795698925
31,40,214,6.594439252336449
0,264,5,22.7
0,330,9,17.24111111111111
0,312,28,17.665714285714284
235,261,60,16.242
0,30,30,14.328
234,264,56,9.437142857142858
185,187,279,4.91673835125448
0,362,25,7.164
75,359,58,7.492931034482759
0,262,58,4.087413793103448
0,25,7,23.09142857142857
0,354,56,3.8260714285714283
92,187,11,21.327272727272728
0,29,7,18.02
0,338,155,6.739677419354839
349,369,97,75.82082474226804
0,85,57,5.868947368421052
142,152,52,10.093846153846155
0,51,24,19.479583333333334
69,120,24,22.43958333333333
0,2,73,6.225753424657534
0,113,76,4.888947368421053
46,60,11,161.01818181818183
0,77,29,15.658965517241377
16,56,44,31.816363636363636
0,116,45,20.122222222222224
343,358,97,112.16247422680412
105,266,84,2.6816666666666666
77,78,187,19.200053475935828
343,373,85,30.17058823529412
0,92,2,45.660000000000004
188,211,50,22.6856
140,235,154,20.130454545454548
46,74,35,18.841714285714282
238,270,289,6.7592041522491355
99,121,122,10.49655737704918
302,319,15,84.14666666666668
364,366,512,26.00859375
73,81,68,16.640588235294118
353,369,213,48.75553990610329
0,362,66,2.1369696969696967
0,81,13,4.063846153846153
102,155,97,37.22639175257732
116,138,161,6.03776397515528
0,171,45,10.574666666666667
46,235,92,10.8725
0,330,1,250.0
73,85,158,5.699556962025317
203,359,7,17.285714285714285
340,373,308,47.91629870129871
352,364,166,24.239277108433736
1,46,15,4.162
0,233,27,9.889999999999999
268,332,210,9.150238095238095
0,1,18,19.083333333333332
214,254,185,16.217297297297296
54,87,56,7.106964285714286
0,84,10,41.20100000000001
0,24,1,440.0
371,373,156,4.7075000000000005
0,33,4,37.11
335,354,162,14.990925925925927
0,254,26,8.820384615384615
343,366,662,5.985800604229607
225,246,107,13.993551401869158
22,30,219,9.00634703196347
332,358,251,6.23398406374502
69,89,83,9.729759036144578
154,327,72,6.984722222222222
0,163,24,4.621666666666667
0,7,41,13.133170731707319
0,11,15,14.22
0,114,29,2.9355172413793107
0,288,28,4.566428571428571
363,372,259,13.693861003861004
316,371,80,3.612125
354,362,695,7.065611510791367
239,316,114,14.749649122807018
297,301,61,9.43655737704918
0,36,29,15.036551724137931
0,217,17,5.301176470588236
0,60,55,7.798727272727273
0,277,14,15.514285714285714
357,369,887,5.4057046223224345
0,24,31,9.024838709677418
0,28,19,24.679473684210528
203,215,27,29.651481481481483
0,351,1,134.55
336,358,113,12.393274336283186
20,70,8,21.645
0,18,7,26.572857142857142
70,73,53,14.307358490566036
228,332,31,44.377741935483876
362,369,319,13.005705329153605
66,78,57,11.411052631578949
273,278,212,11.950094339622641
53,85,97,6.094742268041236
194,372,152,4.445
0,37,43,21.427209302325583
154,305,39,6.637948717948718
0,162,13,9.776923076923076
245,313,48,6.825
245,366,146,25.176506849315068
195,220,44,15.52068181818182
138,162,122,5.908688524590164
0,176,31,14.687096774193549
301,351,9,101.52000000000001
54,310,29,16.501034482758623
0,46,24,16.190833333333334
0,70,5,39.96
218,234,103,17.201747572815535
264,365,77,18.267402597402597
0,35,22,14.753181818181817
0,53,14,17.19142857142857
177,204,52,14.648846153846154
361,372,410,16.52819512195122
359,368,46,28.214565217391307
0,78,2,24.240000000000002
0,52,17,12.728823529411764
337,373,67,17.88402985074627
263,324,77,37.92415584415584
0,336,13,8.05846153846154
92,120,60,18.228
0,184,16,18.655
0,51,6,18.743333333333336
325,334,43,37.01046511627907
25,61,6,32.525
348,359,423,24.585673758865248
103,136,45,17.263355555555556
0,10,3,112.13333333333334
301,358,100,15.5318
17,21,16,80.814375
239,282,185,20.051675675675675
0,141,19,15.843684210526314
139,256,34,17.297941176470587
131,235,64,23.9728125
254,329,49,13.791836734693877
362,366,155,18.51767741935484
159,204,60,19.772499999999997
259,274,167,19.67251497005988
0,17,15,16.236666666666668
192,282,25,28.9904
0,52,15,14.890666666666668
0,134,25,17.0128
367,372,476,26.084264705882354
253,359,119,15.858823529411765
90,282,33,20.12121212121212
94,261,232,3.4635344827586207
0,18,52,11.769423076923077
214,372,35,12.789714285714288
62,267,24,26.645833333333332
31,367,2,408.0
223,260,32,20.196875
0,91,21,16.082857142857144
23,115,6,146.23999999999998
16,26,21,43.93
0,243,34,16.490294117647057
238,284,47,15.925531914893616
0,22,1,30.0
182,372,48,21.33541666666667
0,43,11,27.85909090909091
340,365,90,17.787333333333333
21,338,5,61.96
0,106,9,15.348888888888887
0,50,17,22.731176470588235
74,243,115,19.323565217391305
0,39,13,23.178461538461537
0,217,1,76.32000000000001
223,263,33,20.737575757575758
0,296,12,14.420833333333334
252,270,78,34.065769230769234
238,327,138,19.755289855072466
181,254,114,21.46140350877193
198,280,21,15.413809523809524
265,283,202,17.00871287128713
0,49,33,19.916060606060608
0,52,12,29.391666666666666
158,182,110,7.102545454545455
356,366,78,17.09846153846154
255,280,53,26.90867924528302
0,117,10,19.375
321,330,166,18.030722891566263
241,361,9,28.233333333333334
96,100,19,12.618947368421052
0,252,2,68.4
0,28,12,15.92
372,372,78,83.06923076923077
0,266,22,18.635454545454547
293,326,168,16.137559523809525
0,17,18,17.202777777777776
1,173,86,8.10093023255814
108,110,230,6.647826086956521
0,264,5,42.3
75,215,117,19.603589743589744
0,201,6,23.849999999999998
52,116,55,19.28290909090909
51,86,205,4.473073170731707
328,369,273,11.8507326007326
0,283,6,22.208333333333332
278,287,53,20.233207547169815
222,366,19,18.773684210526316
66,77,34,9.706764705882353
223,369,117,9.411196581196583
0,234,7,21.47142857142857
304,337,931,5.402867883995703
0,24,128,4.677578125
0,11,84,5.611904761904762
254,290,67,33.00313432835821
0,364,38,5.018421052631578
83,284,11,19.84090909090909
0,15,32,12.9765625
342,359,301,17.139734219269105
0,212,5,17.0
140,206,70,16.01257142857143
159,372,14,21.00857142857143
0,282,10,16.23
85,200,26,51.517307692307696
228,242,71,16.734084507042255
353,372,173,27.817456647398846
0,66,8,56.14
0,49,9,17.20888888888889
168,184,86,9.022790697674418
0,77,3,11.6
217,236,62,17.654677419354837
0,134,28,7.031428571428571
160,172,90,10.518222222222223
0,40,20,7.218000000000001
97,332,10,4453.43
364,366,291,8.464089347079039
333,372,405,6.485432098765432
0,304,1,79.2
195,246,28,16.3775
284,294,141,16.7677304964539
187,249,191,2.764450261780105
152,217,45,15.876
0,24,9,22.805555555555557
139,358,7,36.14857142857143
12,77,37,15.777027027027026
45,77,61,17.818360655737706
188,276,180,18.222055555555553
0,64,11,28.64181818181818
110,225,27,23.03074074074074
363,371,130,432.7132307692308
0,5,10,63.568000000000005
0,68,25,10.832
0,245,7,14.985714285714286
0,133,18,13.423333333333334
120,361,21,49.862380952380946
174,357,29,16.38896551724138
280,305,20,17.273
79,89,43,60.80790697674419
0,10,14,17.592857142857145
262,295,83,28.059879518072293
68,114,266,18.492481203007518
35,61,200,4.6663
0,358,25,14.052
0,10,34,6.4338235294117645
160,204,75,21.502533333333336
253,268,12,80.4675
0,149,42,14.524047619047618
301,302,132,20.519772727272727
206,319,8,275.925
258,334,98,9.021836734693878
139,246,117,5.956324786324786
63,109,64,16.62421875
0,142,1,451.42
0,51,8,51.977500000000006
198,198,262,16.05492366412214
341,364,299,18.355117056856187
230,276,31,25.309032258064516
26,77,48,18.83125
63,369,195,18.72446153846154
266,302,35,14.736285714285714
218,296,89,15.640224719101123
343,365,133,16.681353383458646
210,317,41,43.930243902439024
31,239,40,32.59775
33,50,72,27.018472222222222
196,259,49,42.86938775510204
227,276,123,15.491463414634147
0,319,17,12.175294117647057
17,61,62,9.209032258064516
356,359,33,26.832424242424242
0,372,1,15.0
0,172,20,26.647000000000002
154,210,68,24.328088235294118
299,372,115,15.966000000000001
41,140,51,12.473333333333333
0,37,39,14.76923076923077
265,324,66,12.04
0,254,54,15.49611111111111
206,277,269,8.271933085501859
286,330,50,19.0818
0,50,10,13.737
0,64,24,16.3325
356,367,167,201.45556886227547
114,148,62,16.911129032258064
113,172,27,13.168888888888889
266,338,47,26.043829787234042
0,303,8,14.868750000000002
0,46,11,11.885454545454543
319,337,138,26.896884057971015
249,288,22,17.694090909090907
148,168,93,2.525591397849462
10,197,22,7.305000000000001
0,51,30,3.6933333333333334
357,361,138,21.51536231884058
126,263,80,8.903
361,365,628,25.706433121019106
0,18,14,21.214285714285715
351,367,188,7.59345744680851
327,368,139,6.943597122302158
254,267,540,5.82762962962963
365,373,147,5.665850340136054
167,192,18,3.8244444444444445
293,316,20,96.816
173,213,40,22.37825
0,101,43,4.927674418604651
363,369,459,8.300958605664487
0,277,15,9.975999999999999
0,32,74,4.749189189189189
0,14,108,2.928240740740741
220,284,120,36.71566666666667
16,17,126,3.8915079365079364
0,369,96,3.4273958333333336
52,364,29,17.289310344827587
169,368,23,22.450434782608696
31,33,49,8.091428571428573
216,309,18,21.075000000000003
0,60,12,15.090833333333334
0,80,12,14.025833333333333
212,369,85,4.942
0,226,60,8.528
115,369,37,6.97972972972973
0,149,11,16.288181818181815
0,194,22,9.481363636363637
367,368,84,16.474166666666665
0,368,4,14.0625
0,23,47,7.176170212765957
138,154,111,3.168738738738739
285,295,74,69.28054054054054
0,8,30,5.489333333333334
235,255,150,10.451266666666667
206,210,226,3.905840707964602
0,173,7,27.419999999999998
315,316,266,4.6198496240601505
54,233,19,13.927368421052632
350,366,151,9.95271523178808
0,247,12,10.258333333333333
80,271,40,8.35575
349,368,122,4.308934426229508
0,154,60,2.7916666666666665
0,172,24,13.459583333333335
0,373,11,33.59090909090909
0,372,21,6.051428571428572
0,194,12,17.2625
0,67,21,20.315714285714286
285,289,115,21.703217391304346
65,86,74,14.965675675675676
2,241,12,34.73833333333334
0,64,7,20.764285714285712
211,323,18,22.476666666666667
241,331,76,80.46065789473684
0,311,1,35.8
0,133,14,24.102857142857143
0,276,6,54.18333333333334
0,365,2,90.5
0,82,29,58.9048275862069
35,43,60,15.920666666666667
54,71,19,19.19578947368421
327,359,97,17.986701030927836
276,285,41,17.273658536585366
191,225,84,9.30845238095238
354,369,97,17.085360824742267
348,372,183,24.13256830601093
0,31,42,10.211666666666666
0,74,7,14.907142857142857
25,45,28,16.812857142857144
350,367,111,7.287117117117117
295,318,80,4.971
182,185,20,33.305
0,303,11,28.55454545454546
293,311,35,119.9957142857143
0,366,4,76.95500000000001
249,288,176,19.557670454545455
0,84,24,15.45875
54,220,96,4.454583333333333
21,39,65,16.226615384615386
0,77,49,22.42408163265306
165,254,43,55.78744186046512
286,311,97,35.13896907216495
351,373,112,13.081428571428571
365,368,258,10.777635658914729
113,236,37,30.876216216216218
0,30,14,12.008571428571429
356,368,128,11.193515625
0,19,26,6.03
243,287,52,15.232884615384616
0,3,3,13.996666666666664
35,44,543,5.115414364640884
0,54,32,12.9459375
277,366,127,8.130551181102362
325,362,504,6.111547619047618
0,2,9,1377.0777777777778
329,359,103,26.556990291262135
258,270,201,2.8791542288557217
0,211,8,12.675
167,215,381,4.445695538057743
180,204,33,14.508484848484848
137,159,82,11.855
116,362,79,4.9670886075949365
357,366,210,15.966476190476191
119,155,94,15.05627659574468
367,371,139,267.126618705036
253,291,138,4.687173913043479
45,49,181,3.892541436464088
363,366,224,6.542455357142857
0,47,32,6.62125
141,180,28,14.60357142857143
317,364,160,23.664
48,65,46,18.500217391304346
0,260,71,8.48774647887324
220,266,101,7.126831683168317
0,12,63,3.9846031746031745
0,29,28,15.702142857142857
0,43,32,7.3778125
210,302,16,58.41375
335,373,241,335.4806639004149
0,309,29,11.422068965517242
154,247,98,5.590816326530612
364,369,1128,7.782641843971631
136,332,22,19.895454545454545
176,263,55,13.798545454545454
88,358,39,21.923589743589744
194,201,26,18.145384615384618
203,268,65,20.20846153846154
110,141,6,527.7333333333333
310,332,70,16.821
280,317,39,19.845897435897434
170,290,83,16.15301204819277
0,373,8,32.055
34,75,299,3.5946822742474915
0,173,10,13.790000000000001
0,54,34,10.648823529411764
89,122,84,17.999404761904763
0,145,70,11.198571428571428
0,220,8,16.85
0,45,66,9.859848484848484
268,284,121,18.703471074380165
301,367,178,8.163820224719101
355,364,64,18.0253125
0,260,23,14.57913043478261
0,365,73,5.02931506849315
107,124,101,15.059801980198019
9,32,33,25.82272727272727
0,44,21,15.535238095238096
0,288,23,25.405217391304344
0,297,1,122.39999999999999
205,208,129,17.323488372093024
0,283,1,79.2
23,40,21,64.38095238095238
192,274,10,21.716
310,366,223,12.553452914798207
259,360,31,42.50387096774193
0,299,38,11.47842105263158
297,320,167,5.877305389221557
307,367,39,28.753589743589746
43,198,18,17.503333333333334
139,254,51,16.036470588235293
0,106,1,17.0
207,219,63,17.114761904761906
0,264,12,26.718333333333334
0,240,10,18.505
286,373,67,29.934776119402986
175,225,39,18.766666666666666
0,70,76,16.982894736842105
86,128,57,32.31824561403509
226,233,48,29.784166666666668
0,61,28,10.650357142857143
0,248,13,25.919999999999998
0,65,6,18.063333333333333
165,183,31,103.36000000000001
0,84,48,17.552083333333332
89,308,18,33.99333333333333
266,311,342,3.8624269005847953
195,338,16,12.233749999999999
0,183,30,5.379333333333333
0,170,8,16.968750000000004
282,292,279,5.952974910394265
0,211,34,18.02294117647059
0,189,30,7.740333333333334
64,72,16,26.46
0,59,30,43.638000000000005
158,215,204,4.189509803921569
293,366,38,18.01105263157895
0,51,16,19.23625
0,317,11,22.636363636363637
0,367,13,22.25769230769231
267,296,117,53.741623931623934
0,39,40,16.40625
264,282,89,21.126067415730336
188,239,78,44.95564102564102
314,318,338,43.16284023668639
337,359,35,17.659714285714287
0,262,21,24.645238095238092
217,277,37,19.172432432432434
187,206,31,20.497096774193547
305,371,35,20.71942857142857
0,88,30,20.68
0,249,37,14.46864864864865
365,369,117,20.725982905982907
0,246,1,175.2
351,359,224,16.96200892857143
74,232,29,25.314827586206896
0,133,22,17.045454545454547
0,296,1,76.32000000000001
137,142,18,15.584444444444443
329,372,117,17.547179487179488
0,268,29,63.070344827586204
305,354,89,20.496966292134832
302,310,128,24.1565625
56,72,18,36.482777777777784
0,281,14,24.87142857142857
20,85,20,51.272000000000006
367,368,471,11.748768577494692
0,252,2,18.7
132,365,6,142.76666666666668
25,42,34,24.19058823529412
359,369,98,38.648979591836735
67,75,85,21.44670588235294
197,248,125,15.0804
0,59,3,24.400000000000002
146,241,69,16.524782608695652
82,98,84,16.884761904761906
25,151,23,43.89347826086957
145,240,58,17.889482758620687
0,50,15,22.13
0,138,8,24.7375
0,60,11,19.62090909090909
152,252,162,63.29740740740741
0,73,11,27.776363636363637
222,294,28,236.34464285714284
0,67,15,22.58066666666667
147,211,45,25.750888888888888
215,232,31,17.07774193548387
349,372,218,18.38045871559633
252,284,295,23.428610169491527
198,242,67,14.654626865671641
69,85,11,19.58909090909091
0,40,6,35.84666666666667
357,360,134,38.66059701492538
0,236,19,16.55
0,75,15,26.71206666666667
159,164,172,6.21436046511628
106,109,111,16.78801801801802
0,360,18,20.292777777777776
313,372,35,16.939999999999998
0,23,50,7.6836
148,179,97,7.810618556701031
272,327,63,8.524761904761906
0,25,19,20.756842105263157
244,289,66,10.064545454545454
157,246,46,49.18739130434783
372,373,123,171.43333333333334
0,88,23,23.783478260869565
264,283,41,16.837560975609758
0,78,6,26.5
98,269,44,24.15340909090909
0,80,14,17.310714285714287
0,267,37,24.72783783783784
46,282,15,20.283333333333335
343,373,84,36.72238095238095
330,367,95,9.061684210526316
0,318,122,6.340573770491804
192,249,96,13.492708333333333
232,277,134,8.181492537313432
32,235,8,31.89
0,225,6,52.370000000000005
125,212,47,21.50212765957447
30,220,35,15.486571428571429
171,215,37,26.78054054054054
295,366,22,24.394545454545458
291,332,46,18.854565217391304
0,78,20,21.61
132,189,19,21.8
53,77,135,27.546666666666667
360,369,655,3.9546717557251907
268,277,292,12.259794520547945
21,54,51,8.02156862745098
160,372,91,16.733516483516482
233,256,90,15.707333333333334
0,170,16,7.16
0,61,7,21.84857142857143
186,239,69,26.08797101449275
112,373,24,16.226666666666667
188,255,123,29.95008130081301
348,365,270,9.70337037037037
0,266,13,57.87923076923077
0,176,2,23.475
173,219,135,38.54451851851852
0,50,18,57.525000000000006
228,246,119,6.122184873949579
355,364,258,21.112403100775193
132,206,61,14.129344262295081
0,71,45,14.836666666666666
0,353,54,21.134074074074075
355,358,130,10.804923076923078
0,116,25,16.468
0,373,65,5.411538461538462
0,196,33,16.965757575757575
0,176,6,135.10000000000002
0,100,23,24.625217391304346
155,176,106,14.177169811320754
0,72,17,121.29764705882353
0,339,11,15.3
202,208,166,9.462710843373493
19,50,103,7.89009708737864
0,169,8,17.8125
0,121,17,17.779411764705884
345,367,118,19.059237288135595
54,64,79,16.817088607594936
0,268,20,15.094999999999999
164,186,27,22.15555555555556
0,126,11,21.201818181818183
307,333,162,33.09030864197531
0,138,22,16.419090909090908
153,367,41,15.42121951219512
223,261,4,640.0
134,240,42,16.823095238095238
31,49,37,16.655675675675674
46,49,16,17.134375000000002
0,330,14,16.169285714285714
293,358,151,19.46298013245033
177,297,69,19.444202898550724
0,35,19,17.271052631578947
0,217,3,134.8
40,213,56,18.543928571428573
251,323,12,31.137500000000003
35,36,37,8.83108108108108
0,196,1,207.50000000000003
48,177,111,3.6809909909909915
198,245,18,33.013333333333335
328,334,300,10.130733333333334
355,369,317,12.051324921135647
94,112,39,6.4592307692307696
277,305,151,10.482119205298012
302,309,45,591.7066666666667
0,36,10,15.105
0,157,11,19.527272727272727
0,284,18,5.225
0,107,141,3.789432624113475
176,201,77,25.6087012987013
104,179,15,21.494000000000003
0,16,43,7.641395348837209
0,158,2,50.550000000000004
0,44,37,15.282702702702704
25,36,85,9.97
207,240,222,6.376801801801802
0,290,9,5.944444444444445
312,333,57,19.58719298245614
0,332,8,19.2375
20,37,28,17.658571428571427
366,369,94,71.0181914893617
9,73,39,10.148717948717948
79,277,31,6.831290322580646
180,213,34,19.378823529411765
183,184,109,18.60091743119266
324,331,66,26.52909090909091
83,88,636,5.425172955974842
61,71,104,8.569326923076924
58,91,77,9.220649350649351
0,53,5,21.872000000000003
125,137,52,13.572884615384615
349,367,51,30.2043137254902
0,18,18,18.183333333333334
325,362,127,6.304488188976378
25,28,69,6.955217391304348
178,196,117,13.20863247863248
142,225,221,5.890995475113122
0,33,92,3.866630434782609
196,262,109,4.281926605504587
8,17,122,7.991475409836066
0,267,5,135.24
63,310,23,15.780434782608696
74,78,108,19.975925925925928
0,61,31,56.23064516129032
193,268,98,6.568979591836735
174,263,33,17.71212121212121
306,366,57,9.734385964912281
225,253,81,3.735432098765432
0,322,4,23.59
229,283,34,40.64911764705882
0,269,43,5.067209302325581
366,369,327,9.299571865443426
232,289,83,18.73903614457831
270,330,206,7.194466019417476
99,253,82,20.802439024390242
216,235,72,5.666944444444444
0,94,29,10.480344827586206
326,327,186,22.033978494623653
104,369,57,5.148245614035088
0,312,10,17.75
0,70,23,19.26304347826087
7,310,5,33.45
0,18,58,2.661206896551724
299,312,168,12.379047619047618
281,317,231,8.757489177489177
349,369,44,4.8113636363636365
0,53,30,4.533
0,56,31,8.458064516129031
258,280,7,18.035714285714285
0,44,47,4.2610638297872345
29,56,71,14.808450704225354
181,226,95,6.643368421052632
199,311,50,19.1742
351,369,369,93.99566395663958
0,24,18,19.22888888888889
0,191,5,26.712
0,302,21,14.414285714285715
273,276,353,5.279773371104816
21,284,9,26.784444444444446
0,106,2,142.275
0,57,6,50.14166666666667
84,297,76,8.201052631578946
0,64,8,35.925
0,28,17,10.838823529411764
270,299,107,14.128971962616822
76,82,132,6.04810606060606
206,214,282,12.91017730496454
224,291,24,15.883333333333333
359,360,171,3.563157894736842
218,264,84,7.793690476190475
0,33,63,3.658888888888889
204,205,3,56157.5
0,135,34,7.526764705882353
0,198,19,9.631052631578948
82,280,40,17.69225
0,149,11,28.35636363636364
0,87,14,19.069285714285716
19,64,2,3.45
307,371,99,18.59777777777778
273,373,110,19.61981818181818
0,218,9,23.151111111111113
357,360,202,17.241287128712873
53,81,132,6.145681818181818
0,177,32,4.46625
210,283,3,45.333333333333336
182,204,82,17.346341463414635
122,142,230,5.646347826086957
258,292,146,10.931232876712329
0,74,2,37.45
222,246,171,3.6574269005847952
307,358,164,4.590060975609756
0,274,13,17.22692307692308
171,336,18,17.561666666666667
137,145,337,5.372848664688427
185,273,28,19.439285714285713
307,371,146,17.085342465753424
40,65,17,19.470588235294116
0,10,35,8.595142857142857
0,75,53,14.514905660377357
0,15,18,12.256666666666668
0,192,19,7.334210526315789
17,190,25,16.172
0,77,42,8.658333333333333
115,148,29,17.2
0,46,39,18.756410256410255
250,329,56,24.13625
0,296,50,16.5306
272,276,88,7.366590909090909
308,316,95,16.837052631578945
283,333,136,21.80654411764706
0,162,15,6.731333333333334
4,364,19,19.23421052631579
326,330,11,36.441818181818185
253,360,84,17.046785714285715
0,25,83,5.613012048192771
0,31,4,194.4
20,40,3,30.100000000000005
0,296,13,27.976923076923075
0,372,13,19.084615384615383
244,266,159,5.7756603773584905
38,43,35,24.988285714285716
259,311,111,14.631891891891893
0,30,6,16.95
0,277,17,9.570588235294117
222,284,40,12.108
340,365,13,16.544615384615383
179,365,156,6.708782051282051
313,315,290,32.477482758620695
364,366,183,71.18825136612023
0,171,15,19.357333333333333
0,81,14,16.29
0,3,17,14.377058823529412
0,190,30,15.175
338,360,77,16.163506493506492
320,338,4,1687.2
48,68,176,6.1523295454545455
0,5,31,19.153225806451612
0,110,54,10.15037037037037
370,373,45,30.862444444444442
0,53,5,23.924
0,164,3,113.10000000000001
81,372,25,31.486
324,334,925,4.362054054054054
259,368,251,9.159243027888445
240,336,32,28.81625
130,373,17,22.337058823529414
197,360,84,68.09309523809523
289,331,52,16.098076923076924
74,109,17,16.81705882352941
293,360,207,16.008647342995168
113,137,11,25.622727272727275
365,366,460,18.127152173913043
331,358,56,15.02517857142857
54,59,31,16.48774193548387
0,53,19,56.72315789473684
0,364,3,57.9
277,292,18,34.147777777777776
142,336,35,24.731428571428573
0,3,5,24.84
296,311,126,29.66984126984127
255,281,87,16.34126436781609
148,275,57,17.712280701754388
205,290,42,15.800238095238095
0,71,28,16.122857142857143
0,182,9,11.76
0,113,6,52.27
0,373,14,16.675
174,254,28,33.431428571428576
0,248,8,57.99375
0,232,13,17.31923076923077
90,161,33,13.916363636363636
0,68,10,21.35
283,287,216,19.044814814814817
277,327,27,12.223333333333333
0,75,53,3.416792452830189
0,61,85,4.237176470588236
350,366,12,20.845833333333335
0,4,7,12.862857142857143
0,285,10,14.504999999999999
334,338,62,13.121290322580645
0,40,30,8.09
0,36,29,18.209655172413793
16,91,34,14.19029411764706
341,358,172,19.46343023255814
237,252,276,19.903840579710145
0,219,6,12.61
0,186,10,12.949000000000002
278,311,66,17.994848484848486
0,70,30,20.619666666666667
0,182,26,19.468846153846155
142,157,33,15.164242424242424
0,235,5,30.369999999999997
291,322,96,27.579062500000003
0,263,14,16.157857142857143
257,260,9,19.884444444444444
226,277,29,28.05103448275862
